# step, loss_train, loss_test, metrics_test
1.700000000000000000e+04 3.672052407637238503e-03 3.799891564995050430e-03 6.536257569678127766e-04 2.301339263794943690e-04 1.114165643230080605e-03 6.369691342115402222e-03 3.741958411410450935e-03 3.937541507184505463e-03 6.536257569678127766e-04 2.301339263794943690e-04 1.114165643230080605e-03 6.369691342115402222e-03 2.267893775740186690e+00 2.279061942198486346e+00
1.800000000000000000e+04 3.522956976667046547e-03 3.757211845368146896e-03 3.335238143336027861e-04 6.007283227518200874e-04 1.356581691652536392e-03 4.921029321849346161e-03 3.613740671426057816e-03 3.878426039591431618e-03 3.335238143336027861e-04 6.007283227518200874e-04 1.356581691652536392e-03 4.921029321849346161e-03 2.253097428995328055e+00 2.282390248095397478e+00
1.900000000000000000e+04 3.417213447391986847e-03 3.719988744705915451e-03 8.345856913365423679e-04 1.801536127459257841e-04 1.566131541039794683e-04 2.510545775294303894e-03 3.526327200233936310e-03 3.833036636933684349e-03 8.345856913365423679e-04 1.801536127459257841e-04 1.566131541039794683e-04 2.510545775294303894e-03 2.234542145046718442e+00 2.273979269005609094e+00
2.000000000000000000e+04 3.371028695255517960e-03 3.663538256660103798e-03 2.371432201471179724e-04 3.774421929847449064e-05 2.841101959347724915e-04 3.504247288219630718e-04 3.477391321212053299e-03 3.768169786781072617e-03 2.371432201471179724e-04 3.774421929847449064e-05 2.841101959347724915e-04 3.504247288219630718e-04 2.219643421637869540e+00 2.274394222041967062e+00
2.100000000000000000e+04 3.324012039229273796e-03 3.644289681687951088e-03 7.055253954604268074e-04 4.934165044687688351e-04 5.531182396225631237e-04 7.811741903424263000e-03 3.440778236836194992e-03 3.743627807125449181e-03 7.055253954604268074e-04 4.934165044687688351e-04 5.531182396225631237e-04 7.811741903424263000e-03 2.203558880920247987e+00 2.277352391798661113e+00
2.200000000000000000e+04 3.307152539491653442e-03 3.594408743083477020e-03 2.160844596801325679e-04 1.188670357805676758e-04 7.963206735439598560e-05 1.800712547264993191e-03 3.430112265050411224e-03 3.688758937641978264e-03 2.160844596801325679e-04 1.188670357805676758e-04 7.963206735439598560e-05 1.800712547264993191e-03 2.188919405367494520e+00 2.270626724286164855e+00
2.300000000000000000e+04 3.267717082053422928e-03 3.551631001755595207e-03 7.135252963053062558e-05 6.567554373759776354e-05 1.795871939975768328e-04 7.978573557920753956e-05 3.388801822438836098e-03 3.645910182967782021e-03 7.135252963053062558e-05 6.567554373759776354e-05 1.795871939975768328e-04 7.978573557920753956e-05 2.175324955766472890e+00 2.268265246668669466e+00
2.400000000000000000e+04 3.216149285435676575e-03 3.518677549436688423e-03 1.185119890578789636e-05 2.173392385884653777e-05 1.439465540897799656e-05 2.925646003859583288e-05 3.344479016959667206e-03 3.609525505453348160e-03 1.185119890578789636e-05 2.173392385884653777e-05 1.439465540897799656e-05 2.925646003859583288e-05 2.156380520711576043e+00 2.263891406895309544e+00
2.500000000000000000e+04 3.164099529385566711e-03 3.507047891616821289e-03 4.555978011921979487e-05 4.019038533442653716e-05 4.761130549013614655e-05 8.228906517615541816e-05 3.287451341748237610e-03 3.598954528570175171e-03 4.555978011921979487e-05 4.019038533442653716e-05 4.761130549013614655e-05 8.228906517615541816e-05 2.137509807185306254e+00 2.256518897658615241e+00
2.600000000000000000e+04 3.146339207887649536e-03 3.461673157289624214e-03 3.713863770826719701e-05 1.777657053025905043e-05 1.702578447293490171e-05 2.664215753611642867e-05 3.276813775300979614e-03 3.558008931577205658e-03 3.713863770826719701e-05 1.777657053025905043e-05 1.702578447293490171e-05 2.664215753611642867e-05 2.124295731265677389e+00 2.255659217406736250e+00
2.700000000000000000e+04 3.096348140388727188e-03 3.429332049563527107e-03 8.792047083261422813e-06 4.424801591085270047e-05 1.573640329297631979e-04 1.557694122311659157e-05 3.230675822123885155e-03 3.530482295900583267e-03 8.792047083261422813e-06 4.424801591085270047e-05 1.573640329297631979e-04 1.557694122311659157e-05 2.106681394488099546e+00 2.246215221105265947e+00
2.800000000000000000e+04 3.058990463614463806e-03 3.397586988285183907e-03 1.099290602724067867e-05 3.882721648551523685e-05 9.684233373263850808e-05 1.979057269636541605e-04 3.196020843461155891e-03 3.506152192130684853e-03 1.099290602724067867e-05 3.882721648551523685e-05 9.684233373263850808e-05 1.979057269636541605e-04 2.089300225885237783e+00 2.240420762559974577e+00
2.900000000000000000e+04 3.013657405972480774e-03 3.372345818206667900e-03 1.715229882393032312e-04 1.339087466476485133e-04 3.482082684058696032e-05 1.756283163558691740e-04 3.150857519358396530e-03 3.488407237455248833e-03 1.715229882393032312e-04 1.339087466476485133e-04 3.482082684058696032e-05 1.756283163558691740e-04 2.070208327668042525e+00 2.228485402147870165e+00
3.000000000000000000e+04 2.969956723973155022e-03 3.347204998135566711e-03 1.265126775251701474e-04 3.382104914635419846e-04 1.396486768499016762e-04 2.049532486125826836e-03 3.108727745711803436e-03 3.477542893961071968e-03 1.265126775251701474e-04 3.382104914635419846e-04 1.396486768499016762e-04 2.049532486125826836e-03 2.051375750544246035e+00 2.223136258947942423e+00
3.100000000000000000e+04 2.928889123722910881e-03 3.292523557320237160e-03 2.015980680880602449e-05 6.513635162264108658e-05 5.252843839116394520e-04 1.265178580069914460e-04 3.073509782552719116e-03 3.434412879869341850e-03 2.015980680880602449e-05 6.513635162264108658e-05 5.252843839116394520e-04 1.265178580069914460e-04 2.032629041727620045e+00 2.208207910184997846e+00
3.200000000000000000e+04 2.862464636564254761e-03 3.265650942921638489e-03 9.127860539592802525e-05 1.261316810996504501e-05 7.129136974981520325e-06 3.220525104552507401e-04 3.006620099768042564e-03 3.417811356484889984e-03 9.127860539592802525e-05 1.261316810996504501e-05 7.129136974981520325e-06 3.220525104552507401e-04 2.008505800856939860e+00 2.193759960973522993e+00
3.300000000000000000e+04 2.823339775204658508e-03 3.220132552087306976e-03 2.541299545555375516e-05 2.324226261407602578e-05 1.448118709959089756e-04 6.955154094612225890e-05 2.969641936942934990e-03 3.394674276933073997e-03 2.541299545555375516e-05 2.324226261407602578e-05 1.448118709959089756e-04 6.955154094612225890e-05 1.990912342101369026e+00 2.177494925189320085e+00
3.400000000000000000e+04 2.774087944999337196e-03 3.166339825838804245e-03 1.101141970138996840e-05 7.052516593830659986e-05 2.986016625072807074e-05 5.847612192155793309e-05 2.922307234257459641e-03 3.352744737640023232e-03 1.101141970138996840e-05 7.052516593830659986e-05 2.986016625072807074e-05 5.847612192155793309e-05 1.969522362673434612e+00 2.158226566272217095e+00
3.500000000000000000e+04 2.727817744016647339e-03 3.130153520032763481e-03 1.145647474913857877e-04 1.225346204591915011e-04 4.997452488169074059e-04 8.246123907156288624e-04 2.876561135053634644e-03 3.330269828438758850e-03 1.145647474913857877e-04 1.225346204591915011e-04 4.997452488169074059e-04 8.246123907156288624e-04 1.952758183463085828e+00 2.139181534708960442e+00
3.600000000000000000e+04 2.703728387132287025e-03 3.075470915064215660e-03 6.240098737180233002e-04 6.893574027344584465e-04 1.331614912487566471e-03 5.274900700896978378e-03 2.853541867807507515e-03 3.285685786977410316e-03 6.240098737180233002e-04 6.893574027344584465e-04 1.331614912487566471e-03 5.274900700896978378e-03 1.933082322547107657e+00 2.122302444066731297e+00
3.700000000000000000e+04 2.665486652404069901e-03 2.999156247824430466e-03 4.773747641593217850e-04 1.038197427988052368e-03 2.687100495677441359e-04 5.821734201163053513e-03 2.819088986143469810e-03 3.224718617275357246e-03 4.773747641593217850e-04 1.038197427988052368e-03 2.687100495677441359e-04 5.821734201163053513e-03 1.913174160755932496e+00 2.093594873825970204e+00
3.800000000000000000e+04 2.586879301816225052e-03 2.902837237343192101e-03 1.992725083255209029e-05 1.493759373261127621e-05 3.553190254024229944e-05 8.820455150271300226e-06 2.747552003711462021e-03 3.138375235721468925e-03 1.992725083255209029e-05 1.493759373261127621e-05 3.553190254024229944e-05 8.820455150271300226e-06 1.891626555115467845e+00 2.061060509606309044e+00
3.900000000000000000e+04 2.527529373764991760e-03 2.822406124323606491e-03 1.123349738918477669e-05 1.358428562525659800e-05 1.103403337765485048e-05 6.252710591070353985e-06 2.694558585062623024e-03 3.060840303078293800e-03 1.123349738918477669e-05 1.358428562525659800e-05 1.103403337765485048e-05 6.252710591070353985e-06 1.865639121190221017e+00 2.026176983528046538e+00
4.000000000000000000e+04 2.451430074870586395e-03 2.725622151046991348e-03 1.274435198865830898e-04 1.297023700317367911e-04 3.730709795490838587e-05 1.417938037775456905e-04 2.626059111207723618e-03 2.960468176752328873e-03 1.274435198865830898e-04 1.297023700317367911e-04 3.730709795490838587e-05 1.417938037775456905e-04 1.836129713644211625e+00 1.979792829854944758e+00
4.100000000000000000e+04 2.390085486695170403e-03 2.623182488605380058e-03 4.529688158072531223e-05 7.604221173096448183e-05 1.956903361133299768e-05 8.617063576821237803e-05 2.576932543888688087e-03 2.851774916052818298e-03 4.529688158072531223e-05 7.604221173096448183e-05 1.956903361133299768e-05 8.617063576821237803e-05 1.809827446966417286e+00 1.933660794563208274e+00
4.200000000000000000e+04 2.297407947480678558e-03 2.514711348339915276e-03 2.896534351748414338e-05 1.529574365122243762e-04 1.618058886379003525e-04 8.206447819247841835e-05 2.490850631147623062e-03 2.733719069510698318e-03 2.896534351748414338e-05 1.529574365122243762e-04 1.618058886379003525e-04 8.206447819247841835e-05 1.776201361197477624e+00 1.877426199132312012e+00
4.300000000000000000e+04 2.206480130553245544e-03 2.395474351942539215e-03 8.087680907920002937e-05 1.075180407497100532e-04 1.069751160684973001e-04 5.820813385071232915e-05 2.402088604867458344e-03 2.596762031316757202e-03 8.087680907920002937e-05 1.075180407497100532e-04 1.069751160684973001e-04 5.820813385071232915e-05 1.738852545463089205e+00 1.815421602330497208e+00
4.400000000000000000e+04 2.095245989039540291e-03 2.250742167234420776e-03 9.603620856069028378e-05 4.038753104396164417e-05 9.238855454896111041e-06 1.644129406486172229e-05 2.286885632202029228e-03 2.435580128803849220e-03 9.603620856069028378e-05 4.038753104396164417e-05 9.238855454896111041e-06 1.644129406486172229e-05 1.698417362004695841e+00 1.737955348960913859e+00
4.500000000000000000e+04 1.967023359611630440e-03 2.121049212291836739e-03 1.091980957426130772e-03 4.022151988465338945e-04 2.707537030801177025e-03 1.113195903599262238e-03 2.146261278539896011e-03 2.284820657223463058e-03 1.091980957426130772e-03 4.022151988465338945e-04 2.707537030801177025e-03 1.113195903599262238e-03 1.657781322296356441e+00 1.645987650492009013e+00
