# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.363095641136169434e-01 4.076797068119049072e-01 2.362276840209960938e+01 6.216434860229492188e+01 1.002378921508789062e+02 1.503827857971191406e+01 1.436094790697097778e-01 3.916029036045074463e-01 2.362276840209960938e+01 6.216434860229492188e+01 1.002378921508789062e+02 1.503827857971191406e+01 2.900369382937265428e+00 2.820309381360633250e+00
1.000000000000000000e+03 2.312788367271423340e-02 2.658640965819358826e-02 4.185878206044435501e-03 1.265570637769997120e-03 8.331629214808344841e-04 1.026776037178933620e-03 2.189105562865734100e-02 2.644153684377670288e-02 4.185878206044435501e-03 1.265570637769997120e-03 8.331629214808344841e-04 1.026776037178933620e-03 1.970109766839674759e+00 2.384120030450380234e+00
2.000000000000000000e+03 1.518853288143873215e-02 1.765974052250385284e-02 4.454434965737164021e-04 5.863764672540128231e-04 3.996811865363270044e-04 2.464683493599295616e-04 1.334096491336822510e-02 1.566737703979015350e-02 4.454434965737164021e-04 5.863764672540128231e-04 3.996811865363270044e-04 2.464683493599295616e-04 1.735563506534054667e+00 2.185815789874166803e+00
3.000000000000000000e+03 1.243307348340749741e-02 1.429635938256978989e-02 1.150941243395209312e-04 2.398776850895956159e-04 2.022555854637175798e-04 1.471424329793080688e-04 1.053260546177625656e-02 1.300283335149288177e-02 1.150941243395209312e-04 2.398776850895956159e-04 2.022555854637175798e-04 1.471424329793080688e-04 1.701376767978430848e+00 2.170449389601567081e+00
4.000000000000000000e+03 1.098582055419683456e-02 1.196565851569175720e-02 7.371766696451231837e-05 1.328379003098234534e-04 1.342993491562083364e-04 8.219411392929032445e-05 9.388544596731662750e-03 1.138907391577959061e-02 7.371766696451231837e-05 1.328379003098234534e-04 1.342993491562083364e-04 8.219411392929032445e-05 1.740908433919655884e+00 2.181308041320921820e+00
5.000000000000000000e+03 9.966269135475158691e-03 9.868522174656391144e-03 8.908109157346189022e-05 7.642875425517559052e-05 1.005315425572916865e-04 6.694204785162582994e-05 8.561184629797935486e-03 9.875184856355190277e-03 8.908109157346189022e-05 7.642875425517559052e-05 1.005315425572916865e-04 6.694204785162582994e-05 1.773112261686385915e+00 2.201019026901811504e+00
6.000000000000000000e+03 9.077283553779125214e-03 7.932937704026699066e-03 1.079663998098112643e-04 2.213061234215274453e-04 3.129323245957493782e-03 4.153622721787542105e-04 7.787051144987344742e-03 8.303735405206680298e-03 1.079663998098112643e-04 2.213061234215274453e-04 3.129323245957493782e-03 4.153622721787542105e-04 1.807539825729573613e+00 2.228740978028574293e+00
7.000000000000000000e+03 8.196273818612098694e-03 6.560687441378831863e-03 7.978748908499255776e-05 5.925953882979229093e-05 1.210206028190441430e-04 1.332360116066411138e-04 7.071380503475666046e-03 6.959880236536264420e-03 7.978748908499255776e-05 5.925953882979229093e-05 1.210206028190441430e-04 1.332360116066411138e-04 1.872327721226625830e+00 2.257712405912824849e+00
8.000000000000000000e+03 7.328825537115335464e-03 5.746239330619573593e-03 1.020872659864835441e-04 3.657802517409436405e-05 7.459581684088334441e-05 1.547658030176535249e-04 6.411440204828977585e-03 6.113291718065738678e-03 1.020872659864835441e-04 3.657802517409436405e-05 7.459581684088334441e-05 1.547658030176535249e-04 1.960112604240135781e+00 2.285851318415627720e+00
9.000000000000000000e+03 6.582524161785840988e-03 5.283652339130640030e-03 5.939947368460707366e-05 3.905037010554224253e-05 2.859970300050918013e-05 6.023353125783614814e-05 5.841261707246303558e-03 5.639316514134407043e-03 5.939947368460707366e-05 3.905037010554224253e-05 2.859970300050918013e-05 6.023353125783614814e-05 2.043645839020069133e+00 2.295244230326471513e+00
1.000000000000000000e+04 5.970937665551900864e-03 4.910177551209926605e-03 6.543339259224012494e-05 3.846609251922927797e-05 1.007170940283685923e-04 2.678352175280451775e-04 5.405076779425144196e-03 5.258563905954360962e-03 6.543339259224012494e-05 3.846609251922927797e-05 1.007170940283685923e-04 2.678352175280451775e-04 2.118834892615690801e+00 2.298940660849313034e+00
1.100000000000000000e+04 5.478351842612028122e-03 4.574689082801342010e-03 3.404440576559863985e-05 3.910001396434381604e-05 1.524651743238791823e-04 2.994290116475895047e-05 5.055924877524375916e-03 4.903771448880434036e-03 3.404440576559863985e-05 3.910001396434381604e-05 1.524651743238791823e-04 2.994290116475895047e-05 2.180896062088990561e+00 2.296013261309525433e+00
1.200000000000000000e+04 5.046228878200054169e-03 4.248456098139286041e-03 1.883666664070915431e-05 2.298751314810942858e-05 2.291795317432843149e-05 3.177263351972214878e-05 4.769980441778898239e-03 4.534050822257995605e-03 1.883666664070915431e-05 2.298751314810942858e-05 2.291795317432843149e-05 3.177263351972214878e-05 2.231751078280178380e+00 2.290805727248925727e+00
1.300000000000000000e+04 4.617588128894567490e-03 4.040993284434080124e-03 1.629969483474269509e-05 1.673271253821440041e-05 2.868896808649878949e-05 2.392428905295673758e-05 4.464057739824056625e-03 4.281100817024707794e-03 1.629969483474269509e-05 1.673271253821440041e-05 2.868896808649878949e-05 2.392428905295673758e-05 2.264899791625554215e+00 2.282167283338189634e+00
1.400000000000000000e+04 4.285586066544055939e-03 3.924893215298652649e-03 1.268745982088148594e-04 1.558942749397829175e-04 2.222617156803607941e-03 7.155338535085320473e-04 4.228512756526470184e-03 4.125254694372415543e-03 1.268745982088148594e-04 1.558942749397829175e-04 2.222617156803607941e-03 7.155338535085320473e-04 2.284918640725595917e+00 2.282651437291997709e+00
1.500000000000000000e+04 3.988815005868673325e-03 3.814640454947948456e-03 9.965347999241203070e-06 1.652364699111785740e-05 1.814081042539328337e-05 7.590639143018051982e-06 3.998276311904191971e-03 3.981772344559431076e-03 9.965347999241203070e-06 1.652364699111785740e-05 1.814081042539328337e-05 7.590639143018051982e-06 2.285381869616392336e+00 2.280045272003923706e+00
1.600000000000000000e+04 3.778812941163778305e-03 3.779304679483175278e-03 1.188703026855364442e-05 1.621027877263259143e-05 1.591322507010772824e-05 7.030435426713665947e-06 3.832850372418761253e-03 3.924372605979442596e-03 1.188703026855364442e-05 1.621027877263259143e-05 1.591322507010772824e-05 7.030435426713665947e-06 2.281182363042826733e+00 2.280670142678403067e+00
