# x, y
-2.554981410503387451e-01 7.426782846450805664e-01 3.149330661639178630e-01 -4.200261048980906686e-01
-7.180186510086059570e-01 -3.182758688926696777e-01 -2.780474830046704149e-01 -7.505686827537106920e-01
6.833648085594177246e-01 -3.871212601661682129e-01 -5.871431692880636488e-01 -6.002136136189524240e-01
4.522389173507690430e-01 -6.421294808387756348e-01 -1.441576055324846617e-01 -1.862168192547448142e-01
-2.001708596944808960e-01 -7.594615817070007324e-01 3.453016158555765047e-01 -3.642499938356054678e-01
-2.463650554418563843e-01 7.457577586174011230e-01 3.207016830536864593e-01 -4.108189788557730093e-01
-5.345427989959716797e-01 -5.754253268241882324e-01 1.357586646084551520e-02 -6.666951716989526489e-01
-7.099915742874145508e-01 3.358009755611419678e-01 -2.644716063905919179e-01 -7.487006382679924910e-01
-6.635465025901794434e-01 4.201860725879669189e-01 -1.869750621636169230e-01 -7.344824087081499586e-01
-5.553603172302246094e-01 -5.553604960441589355e-01 -1.689536289973353478e-02 -6.802274163632149317e-01
5.947104692459106445e-01 -5.130007266998291016e-01 -4.110682678642927912e-01 -4.007622200798822143e-01
7.698271423578262329e-02 -7.816162705421447754e-01 3.228229939893067502e-01 -1.286592057103532749e-01
6.926594376564025879e-01 -3.702339828014373779e-01 -6.057321681275352754e-01 -6.241965603973128607e-01
-6.686528921127319336e-01 4.120116829872131348e-01 -1.953939500984385458e-01 -7.363255206586789559e-01
3.005589842796325684e-01 -7.256132364273071289e-01 9.596942761589384585e-02 -8.626388641142813951e-02
-1.056994944810867310e-01 7.782530784606933594e-01 3.709271150958406982e-01 -2.718681115598059472e-01
1.342731863260269165e-01 -7.738353013992309570e-01 2.814178363824022533e-01 -1.004204142249391224e-01
-1.720814555883407593e-01 -7.663147449493408203e-01 3.564383924538088166e-01 -3.361792123156097656e-01
1.342731267213821411e-01 7.738353013992309570e-01 2.814179001842962435e-01 -1.004204677978130650e-01
-3.270629644393920898e-01 7.140588760375976562e-01 2.598162089361224503e-01 -4.911668669970203904e-01
7.738353013992309570e-01 -1.342730224132537842e-01 -7.671375938735695010e-01 -8.590131957483705394e-01
-4.982513189315795898e-01 6.071209907531738281e-01 6.455425495052327656e-02 -6.409819353194539104e-01
1.152418181300163269e-01 -7.768974304199218750e-01 2.965237444990178051e-01 -1.086717846716062225e-01
