# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 3.076491057872772217e-01 3.269210457801818848e-01 1.678730368614196777e+00 2.644880414009094238e-01 1.267255246639251709e-01 1.686374545097351074e-01 3.127154111862182617e-01 3.325040340423583984e-01 1.678730368614196777e+00 2.644880414009094238e-01 1.267255395650863647e-01 1.686374545097351074e-01 1.138133347392493278e+00
1.000000000000000000e+03 2.042938023805618286e-01 4.629784822463989258e-02 9.178242832422256470e-02 9.308359026908874512e-02 1.828778907656669617e-02 2.073192596435546875e-02 2.219711393117904663e-01 4.208557680249214172e-02 9.178245812654495239e-02 9.308359026908874512e-02 1.828778907656669617e-02 2.073192596435546875e-02 1.031946651215259969e+00
2.000000000000000000e+03 2.161800563335418701e-01 1.037383750081062317e-01 2.706665545701980591e-02 3.061794489622116089e-02 2.321934513747692108e-02 3.345766291022300720e-02 2.373678088188171387e-01 1.114612147212028503e-01 2.706664986908435822e-02 3.061795048415660858e-02 2.321934513747692108e-02 3.345765545964241028e-02 1.008079948928499059e+00
3.000000000000000000e+03 4.549856483936309814e-02 4.313061386346817017e-02 1.116006448864936829e-02 1.553382072597742081e-02 6.257680710405111313e-03 8.643112145364284515e-03 5.546039715409278870e-02 4.713277146220207214e-02 1.116005610674619675e-02 1.553381793200969696e-02 6.257680710405111313e-03 8.643112145364284515e-03 7.991305417085569074e-01
4.000000000000000000e+03 1.453353464603424072e-02 1.199962198734283447e-02 1.726463320665061474e-03 2.729518339037895203e-03 9.983264608308672905e-04 1.829369575716555119e-03 1.871290989220142365e-02 1.464418321847915649e-02 1.726462389342486858e-03 2.729521365836262703e-03 9.983268100768327713e-04 1.829369575716555119e-03 4.207004151244642109e-01
5.000000000000000000e+03 2.804471179842948914e-03 3.090280340984463692e-03 3.587469691410660744e-04 4.038039187435060740e-04 1.842871424742043018e-04 3.849185013677924871e-04 4.424504470080137253e-03 4.477835260331630707e-03 3.587472601793706417e-04 4.038033366668969393e-04 1.842874480644240975e-04 3.849186468869447708e-04 1.604334411299173646e-01
6.000000000000000000e+03 3.184689674526453018e-03 9.412749670445919037e-03 1.106906929635442793e-04 2.879619423765689135e-04 3.259461373090744019e-03 7.419995963573455811e-04 3.708752337843179703e-03 1.034611929208040237e-02 1.106906929635442793e-04 2.879622916225343943e-04 3.259461373090744019e-03 7.419993053190410137e-04 1.126425702708649945e-01
7.000000000000000000e+03 5.410870071500539780e-04 6.464488687925040722e-04 4.414336217450909317e-05 4.886823444394394755e-05 7.344933692365884781e-05 6.485233461717143655e-05 9.822151623666286469e-04 1.225671498104929924e-03 4.414399154484272003e-05 4.886829265160486102e-05 7.344944606302306056e-05 6.485209451057016850e-05 7.482217880625499640e-02
8.000000000000000000e+03 3.867967985570430756e-03 1.271639205515384674e-02 8.563057781429961324e-05 2.617330173961818218e-04 2.367835724726319313e-03 1.151036936789751053e-03 3.993002232164144516e-03 1.200596336275339127e-02 8.563002484152093530e-05 2.617322024889290333e-04 2.367835724726319313e-03 1.151037169620394707e-03 1.015630767790342559e-01
9.000000000000000000e+03 2.064974047243595123e-03 6.408785469830036163e-03 4.613564306055195630e-05 1.512680028099566698e-04 1.465441542677581310e-03 5.078958929516375065e-04 2.306156791746616364e-03 6.291602738201618195e-03 4.613549026544205844e-05 1.512675808044150472e-04 1.465441309846937656e-03 5.078957183286547661e-04 8.712625851559137324e-02
1.000000000000000000e+04 2.546812756918370724e-04 5.578834679909050465e-04 1.230717771250056103e-05 1.981843888643197715e-05 5.704382056137546897e-05 3.231048685847781599e-05 5.053054192103445530e-04 8.682315819896757603e-04 1.230733141710516065e-05 1.981839886866509914e-05 5.704400973627343774e-05 3.231047958252020180e-05 6.873304058174144193e-02
